Request,Politeness
"I wish I could help you, but I know very little about Iranian rock music. Have you asked any other Iranian members?",1
"Seeing you back on Wikipedia after a long time. How are you doing, and is everyone you know safe?",1
"Another admin has already deleted the article. Do you need me to restore it for you?",1
"P.S. Am I allowed to remove any of this abuse from my pages, or will this result in further accussations from <url> and attempts to get me discipled or banned?",0
"Ditto? whats the deal?",0
"Congratulations on your new daughter's arrival! What's her name?",1
"You're a troll. Why not go somewhere else?",0
"It's not off topic, and I see no comment in that other discussion on the merits of WMC's Martian push -- in fact, you evaded the question. So I take it that this is a refusal to answer?",0
"Sorry, I did not know there has been a category before. Can you delete it?",1
"I was thinking more of making the line longer so that the team's name can fit on it. Is that doable?",1
"ED... They have drugs to fix that now, don't they?",0
"I am reluctant to mention this, but having your paragraph in bold on <url> seems to me to be a bit self-promotional and unfair to the other members. Is there any chance that I might be able to persuade you to voluntarily unbold it?",1
"I seconded wholeheartedly your proposal at <url>. Could you please add a link to the discussion?",1
"I don't think so, Giano. Can we just once attempt to let this pass by without calling for the heads of people?",0
"Thanks. Does it happen to say anything about his marriage to Paula, as in when it ended?",1
"Thanks, can we write an article on that ? do you think it is notable enough ?",1
"FYI, I found a unit representative, I think, see <url>. I directed him to your draft for the military reps, would you mind supporting him if you need, I am kindof wrapped up in several different things off wiki and on?",1
"When someone explicitly states that they created the image themselves, then surely GFDL is at least implied? I know i forgot to add the tag but is it really necessary to put a delete template on the image?",0
"In instances where there is one major usage of a name and several smaller ones it is conventional to leave the major one in the namespace and have a link in the top to the others (or to <url>. Surely 99.9% of people interested in <url> are going to be looking for the main one, so wouldn't it have made more sense to have left it there rather than making it a redirect?",0
"Hey, I could really use your skill on WikiProject Cities. Do you have time to assist?",1
"I started on it. Do you more info on the last article on the list of references?",1
"Why are you putting <nowiki><person></nowiki> on several pages related with Yu-musicians? IMO this is a pretty <strike>stup</strike> meaningless stub to have; why not <nowiki><person></nowiki> instead?",0
"Why would one want to re-create GNAA??",0
"I only used approved templates. If they are not considered polite, why have them?",0
"There hasn't been much progress made in the last three days. Is anyone interested in responding?",1
"Vandalism is putting a live AFD template back? You're a smart one ain't you?",0
"Oh, okay. <url> should be placed as a see also on <url>, correct?",1
"That was nice work you did improving the reference I added. I still have to learn that, can you show me?",1
"What do you think? Is there a mistake somewhere?",1
"And it ''takes'' thousands and thousands of dollars to run a campaign, so exactly what's your point? Has there actually been some evidence of wrongdoing on anyone's part?",0
"Hi Editorofthewiki, both images are just fine. I don't see an open review for the article; is there somewhere in particular you'd like me to make this comment, if not just here?",1
"I notice you are still contributing to Wikipedia, but have not responded to my argument. Do you now agree with the argument I suggested?",0
